"Version 2.0:  Dieter, C.A., Linsey, K.S., Caldwell, R.R., Harris, M.A., Ivahnenko, T.I., Lovelace, J.K., Maupin, M.A., and Barber, N.L., 2018, Estimated use of water in the United States county-level data for 2015 (ver. 2.0, June 2018): U.S. Geological Survey data release, https://doi.org/10.5066/F7TB15V5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial,thermo_ground,thermo_surface
NJ,34,Essex County,13,34013,2015,797.434,239.23,553.668,792.898,24.44,0,24.44,6.78,0,6.78,31.22,0,31.22,4.536,0.35,0,0.35,77,63.44,80,63.79,0.8,0,0.8,0,0,0,0.8,0,0.8,0.39,0.36,0.75,--,0.51,0.02,0.01,0,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.48,0.48,0,0.48,0.54,0,0.72,0,0.72,1673.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.48,0.48,0,0.48,0.54,0,0.72,0,0.72,1673.03,25.98,0,25.98,7.62,0,7.62,33.6,0,33.6,1.23,0,1.23,0,0.96
NJ,34,Gloucester County,15,34015,2015,291.479,206.95,32.063,239.013,17.43,0,17.43,0.09,0,0.09,17.52,0,17.52,52.466,4.86,0,4.86,93,18.46,77,23.32,3.66,0,3.66,20.76,0,20.76,24.42,0,24.42,2.66,2.29,4.95,--,3.37,8.26,3.16,0.3,11.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0.01,0,0.01,2.57,0,2.57,2.58,0,2.58,0,0,0,3.53,0,3.53,3.53,0,3.53,0,0,2.52,0,2.52,5484.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,3.53,3.53,0,3.53,0,0,2.52,0,2.52,5484.71,28.68,0,28.68,29.24,0,29.24,57.92,0,57.92,5.89,0,5.89,0,7.06
NJ,34,Hudson County,17,34017,2015,674.836,0,674.836,674.836,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,N/A,53.91,80,53.99,0.24,0,0.24,0,0,0,0.24,0,0.24,0,0.02,0.02,--,0.01,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.83,0,238.83,238.83,0,238.83,0,0.42,2.74,0,2.74,741.18,0,0,0,238.83,0,238.83,238.83,0,238.83,0,0,2.44,0,2.44,345.42,0,0,0,0,0,0,0,0,0,0,0.42,0.3,0,0.3,395.76,0.32,0,0.32,238.85,0,238.85,239.17,0,239.17,2.75,0,2.75,0,238.83
NJ,34,Hunterdon County,19,34019,2015,125.488,36.768,12.8,49.568,3.88,0,3.88,116.02,0,116.02,119.9,0,119.9,75.92,7.5,0,7.5,99,2.54,51,10.04,0.17,0,0.17,0.69,0,0.69,0.86,0,0.86,0.52,0.59,1.11,--,0.75,1.08,0.42,0.04,1.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0.52,0.52,0,0.52,0,0,0.36,0,0.36,28.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0.52,0.52,0,0.52,0,0,0.36,0,0.36,28.75,12.19,0,12.19,117.82,0,117.82,130.01,0,130.01,1.11,0,1.11,0,1.04
NJ,34,Mercer County,21,34021,2015,371.398,97.788,233.229,331.017,10.79,0,10.79,26.83,0,26.83,37.62,0,37.62,40.381,2.34,0,2.34,58,27.37,83,29.71,0.27,0,0.27,0,0,0,0.27,0,0.27,0.26,0.38,0.64,--,0.44,0.98,0.38,0.04,1.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.49,0,100.49,100.49,0,100.49,0,0,1.02,0,1.02,265.55,0,0,0,100.49,0,100.49,100.49,0,100.49,0,0,1.02,0,1.02,265.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.68,0,13.68,127.7,0,127.7,141.38,0,141.38,1.46,0,1.46,0,100.49
NJ,34,Middlesex County,23,34023,2015,840.9,340.565,487.722,828.287,33.97,0,33.97,5.11,0,5.11,39.08,0,39.08,12.613,1.54,0,1.54,122,65.73,79,67.27,2.22,0,2.22,0,0,0,2.22,0,2.22,1.13,0.81,1.94,--,1.32,2.43,0.93,0.09,3.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,18.57,30.17,11.6,18.57,30.17,0.12,0,2.38,0.19,2.57,6201.79,0,0,0,8.32,18.57,26.89,8.32,18.57,26.89,0,0,0.08,0.19,0.27,94.28,0,0,0,3.28,0,3.28,3.28,0,3.28,0.12,0,2.3,0,2.3,6107.51,38.87,0,38.87,17.52,18.57,36.09,56.39,18.57,74.96,3.7,0.19,3.89,0,14.88
NJ,34,Monmouth County,25,34025,2015,628.715,144.604,433.813,578.417,18.69,0,18.69,52.48,0,52.48,71.17,0,71.17,50.298,4.9,0,4.9,97,45.4,78,50.3,0.88,0,0.88,0,0,0,0.88,0,0.88,2.22,1.47,3.69,--,2.51,3.43,1.31,0.13,4.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.76,0,26.76,53.95,0,53.95,80.71,0,80.71,2.51,0,2.51,0,0
NJ,34,Morris County,27,34027,2015,499.509,295.874,76.306,372.18,42.75,0,42.75,47.28,0,47.28,90.03,0,90.03,127.329,7.63,0,7.63,60,32.33,87,39.96,2.54,0,2.54,1.25,0,1.25,3.79,0,3.79,0.35,0.47,0.82,--,0.56,0.67,0.25,0.02,0.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.29,0,53.29,49,0,49,102.29,0,102.29,0.56,0,0.56,0,0
NJ,34,Ocean County,29,34029,2015,588.721,391.576,97.894,489.47,46.68,0,46.68,5.77,0,5.77,52.45,0,52.45,99.251,10.19,0,10.19,103,36.91,75,47.1,2.27,0,2.27,6.93,0,6.93,9.2,0,9.2,3.42,4.83,8.25,--,5.61,0.6,0.23,0.02,0.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0.03,8.36,0,8.36,8.39,0,8.39,0.96,0,0.96,0,561.89,561.89,0.96,561.89,562.85,0,0,0.69,5.62,6.31,6366.83,0,0,0,0,561.89,561.89,0,561.89,561.89,0,0,0,5.62,5.62,5258.83,0.96,0,0.96,0,0,0,0.96,0,0.96,0,0,0.69,0,0.69,1108,63.57,0,63.57,25.89,561.89,587.78,89.46,561.89,651.35,6.3,5.62,11.92,1.92,0
NJ,34,Passaic County,31,34031,2015,510.916,58.891,414.27,473.161,5.39,0,5.39,265.39,0,265.39,270.78,0,270.78,37.755,3.23,0,3.23,86,37.64,80,40.87,0.27,0,0.27,0.6,0,0.6,0.87,0,0.87,0.22,0.1,0.32,--,0.22,0.08,0.03,0,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,9.11,266.09,0,266.09,275.2,0,275.2,0.22,0,0.22,0,0
NJ,34,Salem County,33,34033,2015,64.18,38.37,3.897,42.267,4.24,0,4.24,0,0,0,4.24,0,4.24,21.913,2.72,0,2.72,124,2.41,57,5.13,2.59,0,2.59,9.57,0,9.57,12.16,0,12.16,3.85,4.14,7.99,--,5.43,16.58,6.35,0.61,23.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,2839.11,2842.09,2.98,2839.11,2842.09,0,0,1.86,70.14,72,28981.93,0,0,0,0,2779.41,2779.41,0,2779.41,2779.41,0,0,0,28.35,28.35,18593.57,0,0,0,2.98,59.7,62.68,2.98,59.7,62.68,0,0,1.86,41.79,43.65,10388.36,13.54,0,13.54,16.69,2839.11,2855.8,30.23,2839.11,2869.34,7.29,70.14,77.43,0,5.96
NJ,34,Somerset County,35,34035,2015,333.654,33.155,241.549,274.704,2.5,0,2.5,0.21,0,0.21,2.71,0,2.71,58.95,4.84,0,4.84,82,21.85,80,26.69,0.97,0,0.97,0,0,0,0.97,0,0.97,0.53,1,1.53,--,1.04,0.48,0.18,0.02,0.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,8.89,1.21,0,1.21,10.1,0,10.1,1.04,0,1.04,0,0
NJ,34,Sussex County,37,34037,2015,143.673,62.102,9.852,71.954,5.05,0,5.05,0.89,0,0.89,5.94,0,5.94,71.719,8.49,0,8.49,118,3,42,11.49,0.18,0,0.18,8.12,0,8.12,8.3,0,8.3,0.19,0.29,0.48,--,0.33,0.25,0.09,0.01,0.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0,0.04,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,14.05,9.34,0,9.34,23.39,0,23.39,0.33,0,0.33,0,0
NJ,34,Union County,39,34039,2015,555.786,128.22,425.302,553.522,7.23,0,7.23,134.29,0,134.29,141.52,0,141.52,2.264,0.16,0,0.16,71,44.3,80,44.46,0.59,0,0.59,0,0,0,0.59,0,0.59,0.41,0.13,0.54,--,0.37,0.03,0.01,0,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0.25,6.06,0,4.42,0,4.42,7532.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0.25,6.06,0,4.42,0,4.42,7532.79,8.64,0,8.64,134.42,0,134.42,143.06,0,143.06,4.79,0,4.79,0.5,0
NJ,34,Warren County,41,34041,2015,106.869,71.659,2.905,74.564,7.26,0,7.26,0,0,0,7.26,0,7.26,32.305,4.04,0,4.04,125,4.51,60,8.55,2.24,0,2.24,1.69,0,1.69,3.93,0,3.93,0.3,0.35,0.65,--,0.44,1.58,0.61,0.06,2.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.14,0,0.14,9.71,0,9.71,0,0,0,9.71,0,9.71,0.09,0,0.09,0,0,0,0.09,0,0.09,0.25,0,0.25,0,0,0,0.25,0,0.25,0,0,0.18,0,0.18,74.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0.25,0,0,0.18,0,0.18,74.26,24.03,0,24.03,2.04,0,2.04,26.07,0,26.07,0.62,0,0.62,0.5,0
NY,36,Albany County,1,36001,2015,309.381,40.08,227.658,267.738,6.04,0,6.04,39.74,0,39.74,45.78,0,45.78,41.643,3.12,0,3.12,75,20.08,75,23.2,0.26,0,0.26,4.59,0,4.59,4.85,0,4.85,0.06,0.69,0.75,--,0.71,1.21,0.06,0.01,1.28,0.03,0.16,0.19,--,0.18,0.36,0.06,0.01,0.43,0.03,0.53,0.56,--,0.53,0.85,0,0,0.85,0.09,0.05,0.14,0.01,0,0.01,0.01,0,0.01,0.02,0,0.02,0.03,0,0.03,0.09,0,0.09,0.12,0,0.12,0.71,0,0.71,3.43,0,3.43,4.14,0,4.14,0,0,2.92,0,2.92,6260.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.71,3.43,0,3.43,4.14,0,4.14,0,0,2.92,0,2.92,6260.08,10.32,0,10.32,48.6,0,48.6,58.92,0,58.92,3.63,0,3.63,1.42,6.86
NY,36,Allegany County,3,36003,2015,47.462,18.293,9.559,27.852,2.17,0,2.17,0.95,0,0.95,3.12,0,3.12,19.61,1.47,0,1.47,75,2.09,75,3.56,0.56,0,0.56,0,0,0,0.56,0,0.56,0.03,0.2,0.23,--,0.22,0.48,0.02,0,0.5,0.01,0.04,0.05,--,0.05,0.08,0.02,0,0.1,0.02,0.16,0.18,--,0.17,0.4,0,0,0.4,0.27,0.15,0.42,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.25,0,0.25,0.34,0,0.34,0,0,0,0.16,0,0.16,0.16,0,0.16,0,0,0.03,0,0.03,106.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.16,0,0.16,0,0,0.03,0,0.03,106.33,4.59,0,4.59,1.71,0,1.71,6.3,0,6.3,0.25,0,0.25,0,0.32
NY,36,Bronx County,5,36005,2015,1455.444,0,1455.444,1455.444,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,93.15,64,93.15,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,--,0.02,0.03,0,0,0.03,0,0,0,--,0,0,0,0,0,0.01,0.01,0.02,--,0.02,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0.01,0.02,0,0.02,0.02,0,0.02,0,0
NY,36,Broome County,7,36007,2015,196.567,97.626,44.998,142.624,12.53,0,12.53,6.2,0,6.2,18.73,0,18.73,53.943,4.05,0,4.05,75,10.7,75,14.75,0,0,0,0,0,0,0,0,0,0.05,0.4,0.45,--,0.43,1.12,0.02,0,1.14,0.01,0.06,0.07,--,0.07,0.13,0.02,0,0.15,0.04,0.34,0.38,--,0.36,0.99,0,0,0.99,0.16,0.09,0.25,0,0,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92,0,16.92,6.69,0,6.69,23.61,0,23.61,0.43,0,0.43,0,0
NY,36,Cattaraugus County,9,36009,2015,77.922,42.217,7.096,49.313,7.85,0,7.85,1.6,0,1.6,9.45,0,9.45,28.609,2.15,0,2.15,75,3.7,75,5.85,0.3,0,0.3,0,0,0,0.3,0,0.3,0.07,0.52,0.59,--,0.56,1.2,0.14,0.02,1.36,0.05,0.36,0.41,--,0.39,0.77,0.14,0.02,0.93,0.02,0.16,0.18,--,0.17,0.43,0,0,0.43,0.42,0.22,0.64,0,0,0,2.71,0,2.71,2.71,0,2.71,0.54,0,0.54,1.26,0,1.26,1.8,0,1.8,0.97,0,0.97,0,0,0,0.97,0,0.97,0,0,0.69,0,0.69,386.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0.97,0,0,0,0.97,0,0.97,0,0,0.69,0,0.69,386.52,12.3,0,12.3,6.31,0,6.31,18.61,0,18.61,1.25,0,1.25,1.94,0
NY,36,Cayuga County,11,36011,2015,78.288,11.825,49.224,61.049,1.15,0,1.15,4.28,0,4.28,5.43,0,5.43,17.239,1.29,0,1.29,75,4.58,75,5.87,0.01,0,0.01,0,0,0,0.01,0,0.01,0.04,0.33,0.37,--,0.35,0.88,0.06,0.01,0.95,0.02,0.16,0.18,--,0.17,0.34,0.06,0.01,0.41,0.02,0.17,0.19,--,0.18,0.54,0,0,0.54,0.88,0.48,1.36,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.22,0,0.22,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,3.41,5.31,0,5.31,8.72,0,8.72,0.35,0,0.35,0,0
NY,36,Chautauqua County,13,36013,2015,130.779,51.804,38.134,89.938,6.66,0,6.66,5.92,0,5.92,12.58,0,12.58,40.841,3.06,0,3.06,75,6.75,75,9.81,0,0,0,0,0,0,0,0,0,0.1,0.76,0.86,--,0.82,1.04,0.68,0.02,1.74,0.07,0.49,0.56,--,0.53,0.19,0.68,0.02,0.89,0.03,0.27,0.3,--,0.29,0.85,0,0,0.85,0.54,0.29,0.83,0.04,0,0.04,0.11,0,0.11,0.15,0,0.15,0.06,0,0.06,0.21,0,0.21,0.27,0,0.27,0,0,0,116.3,0,116.3,116.3,0,116.3,0,0,1.28,0,1.28,492.48,0,0,0,116.26,0,116.26,116.26,0,116.26,0,0,1.27,0,1.27,439.95,0,0,0,0.04,0,0.04,0.04,0,0.04,0,0,0.01,0,0.01,52.53,10.46,0,10.46,123.59,0,123.59,134.05,0,134.05,2.1,0,2.1,0,116.34
NY,36,Chemung County,15,36015,2015,87.071,25.777,21.555,47.332,4.71,0,4.71,3.66,0,3.66,8.37,0,8.37,39.739,2.98,0,2.98,75,3.55,75,6.53,0.58,0,0.58,0,0,0,0.58,0,0.58,0.02,0.12,0.14,--,0.14,0.31,0.02,0,0.33,0.01,0.06,0.07,--,0.07,0.14,0.02,0,0.16,0.01,0.06,0.07,--,0.07,0.17,0,0,0.17,0.06,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.42,0.42,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35,0,8.35,4.23,0,4.23,12.58,0,12.58,0.14,0,0.14,0,0
NY,36,Chenango County,17,36017,2015,48.844,22.345,6.098,28.443,1.82,0,1.82,0.4,0,0.4,2.22,0,2.22,20.401,1.53,0,1.53,75,2.13,75,3.66,1.07,0,1.07,0,0,0,1.07,0,1.07,0.05,0.24,0.29,--,0.28,0.51,0.03,0,0.54,0.01,0.07,0.08,--,0.08,0.17,0.03,0,0.2,0.04,0.17,0.21,--,0.2,0.34,0,0,0.34,0.32,0.17,0.49,0.25,0,0.25,1.25,0,1.25,1.5,0,1.5,0,0,0,0.72,0,0.72,0.72,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,5.04,2.78,0,2.78,7.82,0,7.82,0.28,0,0.28,0,0
NY,36,Clinton County,19,36019,2015,81.251,18.214,35.514,53.728,1.86,0,1.86,3.07,0,3.07,4.93,0,4.93,27.523,2.06,0,2.06,75,4.03,75,6.09,0,0,0,0.9,0,0.9,0.9,0,0.9,0.02,0.18,0.2,--,0.19,0.29,0.12,0,0.41,0.01,0.08,0.09,--,0.09,0.03,0.12,0,0.15,0.01,0.1,0.11,--,0.1,0.26,0,0,0.26,0.49,0.26,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,4.43,4.49,0,4.49,8.92,0,8.92,0.19,0,0.19,0,0
NY,36,Columbia County,21,36021,2015,61.509,24.272,13.933,38.205,1.85,0,1.85,1.12,0,1.12,2.97,0,2.97,23.304,1.75,0,1.75,75,2.87,75,4.62,0,0,0,0.28,0,0.28,0.28,0,0.28,0.18,0.87,1.05,--,1,0.59,1.09,0.03,1.71,0.16,0.73,0.89,--,0.85,0.31,1.09,0.03,1.43,0.02,0.14,0.16,--,0.15,0.28,0,0,0.28,0.16,0.09,0.25,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.2,0,0.2,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,3.99,2.56,0,2.56,6.55,0,6.55,1,0,1,0,0
NY,36,Cortland County,23,36023,2015,48.494,38.051,0,38.051,3.8,0,3.8,0,0,0,3.8,0,3.8,10.443,0.78,0,0.78,75,2.85,75,3.63,0.12,0,0.12,0,0,0,0.12,0,0.12,0.03,0.16,0.19,--,0.18,0.38,0.15,0,0.53,0.01,0.1,0.11,--,0.1,0.04,0.15,0,0.19,0.02,0.06,0.08,--,0.08,0.34,0,0,0.34,0.26,0.15,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0.39,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,4.99,0.7,0,0.7,5.69,0,5.69,0.18,0,0.18,0,0
NY,36,Delaware County,25,36025,2015,46.053,31.162,0,31.162,2.19,0,2.19,403.35,0,403.35,405.54,0,405.54,14.891,1.12,0,1.12,75,2.34,75,3.46,2.12,0,2.12,0,0,0,2.12,0,2.12,0.05,0.24,0.29,--,0.28,0.48,0.02,0,0.5,0.01,0.06,0.07,--,0.07,0.14,0.02,0,0.16,0.04,0.18,0.22,--,0.21,0.34,0,0,0.34,0.25,0.13,0.38,0.12,0,0.12,0.29,0,0.29,0.41,0,0.41,0.01,0,0.01,0.25,0,0.25,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,5.86,404.26,0,404.26,410.12,0,410.12,0.28,0,0.28,0,0
NY,36,Dutchess County,27,36027,2015,295.754,105.561,44.939,150.5,8.03,0,8.03,10.94,0,10.94,18.97,0,18.97,145.254,10.89,0,10.89,75,11.29,75,22.18,1.79,0,1.79,21.66,0,21.66,23.45,0,23.45,0.22,0.79,1.01,--,0.96,1.49,0.24,0.02,1.75,0.07,0.33,0.4,--,0.38,0.58,0.24,0.02,0.84,0.15,0.46,0.61,--,0.58,0.91,0,0,0.91,0.12,0.06,0.18,0.24,0,0.24,0.24,0,0.24,0.48,0,0.48,0,0,0,0.85,0,0.85,0.85,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.29,0,21.29,34.54,0,34.54,55.83,0,55.83,0.96,0,0.96,0,0
NY,36,Erie County,29,36029,2015,922.578,7.233,650.355,657.588,1.19,0,1.19,170.24,0,170.24,171.43,0,171.43,264.99,19.87,0,19.87,75,49.32,75,69.19,1.27,0,1.27,47.68,0,47.68,48.95,0,48.95,0.31,1.7,2.01,--,1.91,4.1,0.28,0.04,4.42,0.1,0.72,0.82,--,0.78,1.55,0.28,0.04,1.87,0.21,0.98,1.19,--,1.13,2.55,0,0,2.55,0.38,0.2,0.58,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.87,0,0.87,1.12,0,1.12,0,0,0,96.79,0,96.79,96.79,0,96.79,0,0.26,1.18,0,1.18,508.37,0,0,0,96.79,0,96.79,96.79,0,96.79,0,0,1.06,0,1.06,387.11,0,0,0,0,0,0,0,0,0,0,0.26,0.12,0,0.12,121.26,23.27,0,23.27,317.48,0,317.48,340.75,0,340.75,3.09,0,3.09,0,96.79
